SID,year,NUMBER,BASIN,SUBBASIN,name,ISO_TIME,NATURE,lat,lon,kts,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCFID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOK_LAT,TOK_LON,TOK_GRADE,TOK_WIND,TOK_PRES,TOK_R50_DR,TOK_R50_L,TOK_R50_S,TOK_R30_DR,TOK_R30_L,TOK_R30_S,TOK_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,NEW_LAT,NEW_LON,NEW_GRADE,NEW_WIND,NEW_PRES,NEW_CI,NEW_DP,NEW_POCI,REU_LAT,REU_LON,REU_TYPE,REU_WIND,REU_PRES,REU_TNUM,REU_CI,REU_RMW,REU_R34_NE,REU_R34_SE,REU_R34_SW,REU_R34_NW,REU_R50_NE,REU_R50_SE,REU_R50_SW,REU_R50_NW,REU_R64_NE,REU_R64_SE,REU_R64_SW,REU_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_FL,BOM_PRS_FL,NAD_LAT,NAD_LON,NAD_CAT,NAD_WIND,NAD_PRES,WEL_LAT,WEL_LON,WEL_WIND,WEL_PRES,DS8_LAT,DS8_LON,DS8_STAGE,DS8_WIND,DS8_PRES,TD6_LAT,TD6_LON,TD6_STAGE,TD6_WIND,TD6_PRES,TD5_LAT,TD5_LON,TD5_WIND,TD5_PRES,TD5_ROCI,NEU_LAT,NEU_LON,NEU_CLASS,NEU_WIND,NEU_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUSTP,REU_GUST,REU_GUSTP,USA_SEAHGT,USA_SEA_NE,USA_SEA_SE,USA_SEA_SW,USA_SEA_NW,STORM_SPD,STORM_DR,year,month,day,hour,min
2014003N08086,2014,1,NI,BB,NOT_NAMED,02-01-2014 18:00,NR,7.6,85.5,,,,main,403,381,O_____________,jtwc_io,IO012014,7.6,85.5,,DB,15,1010,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.9,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,282,2014,1,2,18,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,02-01-2014 21:00,NR,7.64,85.29,,,,main,381,361,P_____________,,IO012014,7.64,85.29,,DB,17,1008,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.9,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,284,2014,1,2,21,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,03-01-2014 00:00,NR,7.7,85.1,,,,main,361,342,O_____________,jtwc_io,IO012014,7.7,85.1,,DB,20,1007,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.9,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,292,2014,1,3,0,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,03-01-2014 03:00,NR,7.78,84.94,,,,main,342,332,P_____________,,IO012014,7.78,84.94,,DB,22,1005,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.9,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,304,2014,1,3,3,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,03-01-2014 06:00,TS,7.9,84.8,,,,main,332,322,O_____________,jtwc_io,IO012014,7.9,84.8,,TD,25,1004,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.9,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,318,2014,1,3,6,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,03-01-2014 09:00,TS,8.04,84.7,,,,main,322,313,P_____________,,IO012014,8.04,84.7,,TD,25,1004,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.9,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,327,2014,1,3,9,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,03-01-2014 12:00,TS,8.2,84.6,,,,main,315,307,O_____________,jtwc_io,IO012014,8.2,84.6,,TD,25,1004,-1,,,,,,,,,,,,,1008,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.9,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,324,2014,1,3,12,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,03-01-2014 15:00,TS,8.35,84.47,,,,main,307,293,P_____________,,IO012014,8.35,84.47,,TD,25,1003,-1,,,,,,,,,,,,,1006,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.9,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,316,2014,1,3,15,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,03-01-2014 18:00,TS,8.5,84.3,,,,main,293,277,O_____________,jtwc_io,IO012014,8.5,84.3,,TD,25,1003,-1,,,,,,,,,,,,,1005,150,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.9,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,307,2014,1,3,18,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,03-01-2014 21:00,TS,8.66,84.06,,,,main,281,258,P_____________,,IO012014,8.66,84.06,,TD,27,1001,-1,,,,,,,,,,,,,1004,150,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.9,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,301,2014,1,3,21,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,04-01-2014 00:00,TS,8.8,83.8,,,,main,258,237,O_____________,jtwc_io,IO012014,8.8,83.8,,TD,30,999,-1,,,,,,,,,,,,,1004,150,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.9,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,289,2014,1,4,0,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,04-01-2014 03:00,TS,8.83,83.54,25,1006,newdelhi,main,227,208,P___O_________,,IO012014,8.91,83.55,,TD,32,997,-1,,,,,,,,,,,,,1005,150,40,,,,,,,,,,,,,,,,,,,,,,,,8.5,83.5,D,25,1006,1.5,3,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,289,2014,1,4,3,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,04-01-2014 06:00,TS,9,83.2,25,1006,newdelhi,main,208,192,O___O_________,jtwc_io,IO012014,9,83.3,,TS,35,996,0,,,,,,,,,,,,,1006,150,40,,,,,,,,,,,,,,,,,,,,,,,,9,83,D,25,1006,1.5,3,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,294,2014,1,4,6,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,04-01-2014 09:00,TS,9.07,83,,,,main,192,178,P___P_________,,IO012014,9.06,83.04,,TS,35,996,0,,,,,,,,,,,,,1007,150,40,,,,,,,,,,,,,,,,,,,,,,,,9.09,82.93,D,25,1006,-999.9,3,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,280,2014,1,4,9,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,04-01-2014 12:00,TS,9.05,82.9,25,1006,newdelhi,main,182,163,O___O_________,jtwc_io,IO012014,9.1,82.8,,TS,35,996,0,,,,,,,,,,,,,1008,150,40,,,,,,,,,,,,,,,,,,,,,,,,9,83,D,25,1006,1.5,3,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,279,2014,1,4,12,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,04-01-2014 15:00,TS,9.12,82.68,,,,main,163,150,P___P_________,,IO012014,9.15,82.58,,TS,37,994,0,,,,,,,,,,,,,1008,150,35,,,,,,,,,,,,,,,,,,,,,,,,9.09,82.79,D,25,1006,-999.9,3,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,289,2014,1,4,15,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,04-01-2014 18:00,TS,9.2,82.45,25,1006,newdelhi,main,150,133,O___O_________,jtwc_io,IO012014,9.2,82.4,,TS,40,993,0,40,35,35,40,,,,,,,,,1008,150,30,,,,,,,,,,,,,,,,,,,,,,,,9.2,82.5,D,25,1006,1.5,3,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,288,2014,1,4,18,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,04-01-2014 21:00,TS,9.26,82.25,,,,main,128,119,P___P_________,,IO012014,9.26,82.29,,TS,40,993,0,40,35,35,40,,,,,,,,,1008,150,30,,,,,,,,,,,,,,,,,,,,,,,,9.27,82.2,D,25,1006,-999.9,3,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,286,2014,1,4,21,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,05-01-2014 00:00,TS,9.3,82.1,25,1006,newdelhi,main,119,110,O___O_________,jtwc_io,IO012014,9.3,82.2,,TS,40,993,0,40,35,35,40,,,,,,,,,1008,150,30,,,,,,,,,,,,,,,,,,,,,,,,9.3,82,D,25,1006,1.5,3,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,281,2014,1,5,0,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,05-01-2014 03:00,TS,9.3,82.03,25,1006,newdelhi,main,110,102,P___O_________,,IO012014,9.31,82.05,,TS,40,993,0,40,35,35,40,,,,,,,,,1008,150,27,,,,,,,,,,,,,,,,,,,,,,,,9.3,82,D,25,1006,1.5,3,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,270,2014,1,5,3,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,05-01-2014 06:00,TS,9.3,81.85,25,1006,newdelhi,main,102,86,O___O_________,jtwc_io,IO012014,9.3,81.9,,TS,40,993,0,40,35,35,40,,,,,,,,,1009,150,25,,,,,,,,,,,,,,,,,,,,,,,,9.3,81.8,D,25,1006,1.5,3,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,269,2014,1,5,6,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,05-01-2014 09:00,TS,9.3,81.71,,,,main,86,78,P___P_________,,IO012014,9.3,81.79,,TS,37,994,0,40,35,35,40,,,,,,,,,1008,150,32,,,,,,,,,,,,,,,,,,,,,,,,9.3,81.63,D,25,1005,-999.9,3,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,270,2014,1,5,9,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,05-01-2014 12:00,TS,9.3,81.6,25,1004,newdelhi,main,78,69,O___O_________,jtwc_io,IO012014,9.3,81.7,,TS,35,996,0,40,35,35,40,,,,,,,,,1008,150,40,,,,,,,,,,,,,,,,,,,,,,,,9.3,81.5,D,25,1004,1.5,4,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,270,2014,1,5,12,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,05-01-2014 15:00,TS,9.3,81.49,,,,main,69,59,P___P_________,,IO012014,9.3,81.6,,TS,35,996,0,40,35,35,40,,,,,,,,,1008,150,40,,,,,,,,,,,,,,,,,,,,,,,,9.3,81.38,D,25,1004,-999.9,4,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,270,2014,1,5,15,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,05-01-2014 18:00,TS,9.3,81.4,25,1004,newdelhi,main,59,59,O___O_________,jtwc_io,IO012014,9.3,81.5,,TS,35,996,0,40,35,35,40,,,,,,,,,1008,150,40,,,,,,,,,,,,,,,,,,,,,,,,9.3,81.3,D,25,1004,1.5,4,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,269,2014,1,5,18,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,05-01-2014 21:00,TS,9.3,81.38,,,,main,59,49,P___P_________,,IO012014,9.31,81.41,,TS,35,996,0,,,,,,,,,,,,,1008,150,40,,,,,,,,,,,,,,,,,,,,,,,,9.28,81.35,D,25,1004,-999.9,4,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,270,2014,1,5,21,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,06-01-2014 00:00,TS,9.3,81.3,25,1004,newdelhi,main,49,31,O___O_________,jtwc_io,IO012014,9.3,81.3,,TS,35,996,0,,,,,,,,,,,,,1008,150,40,,,,,,,,,,,,,,,,,,,,,,,,9.3,81.3,D,25,1004,1.5,4,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,273,2014,1,6,0,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,06-01-2014 03:00,TS,9.31,81.08,25,1006,newdelhi,main,31,0,P___O_________,,IO012014,9.22,81.16,,TS,32,998,-1,,,,,,,,,,,,,1008,150,40,,,,,,,,,,,,,,,,,,,,,,,,9.4,81,D,25,1006,1.5,4,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,241,2014,1,6,3,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,06-01-2014 06:00,TS,9.05,80.85,,,newdelhi,main,0,0,O___I_________,jtwc_io,IO012014,9.1,81,,TD,30,1000,-1,,,,,,,,,,,,,1009,150,40,,,,,,,,,,,,,,,,,,,,,,,,9,80.7,D,25,1006,0,3,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,220,2014,1,6,6,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,06-01-2014 09:00,TS,8.9,80.73,,,,main,0,0,P___P_________,,IO012014,8.96,80.86,,TD,27,1002,-1,,,,,,,,,,,,,1008,150,40,,,,,,,,,,,,,,,,,,,,,,,,8.84,80.6,D,25,1006,-999.9,3,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,218,2014,1,6,9,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,06-01-2014 12:00,TS,8.8,80.65,25,1006,newdelhi,main,0,0,O___O_________,jtwc_io,IO012014,8.8,80.7,,TD,25,1004,-1,,,,,,,,,,,,,1008,150,40,,,,,,,,,,,,,,,,,,,,,,,,8.8,80.6,D,25,1006,0,3,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,219,2014,1,6,12,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,06-01-2014 15:00,TS,8.65,80.52,,,,main,0,0,P___P_________,,IO012014,8.62,80.51,,TD,25,1004,-1,,,,,,,,,,,,,1008,150,40,,,,,,,,,,,,,,,,,,,,,,,,8.69,80.53,D,25,1006,-999.9,3,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,221,2014,1,6,15,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,06-01-2014 18:00,TS,8.45,80.34,,,,main,0,0,O___P_________,jtwc_io,IO012014,8.4,80.3,,TD,25,1004,-1,,,,,,,,,,,,,1008,150,40,,,,,,,,,,,,,,,,,,,,,,,,8.51,80.4,D,25,1006,-999.9,3,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,219,2014,1,6,18,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,06-01-2014 21:00,TS,8.18,80.13,,,,main,0,0,P___P_________,,IO012014,8.14,80.09,,TD,25,1004,-1,,,,,,,,,,,,,1008,150,40,,,,,,,,,,,,,,,,,,,,,,,,8.27,80.21,D,25,1006,-999.9,3,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,218,2014,1,6,21,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,07-01-2014 00:00,TS,7.92,79.92,25,1006,newdelhi,main,0,0,O___O_________,jtwc_io,IO012014,7.9,79.9,,TD,25,1004,-1,,,,,,,,,,,,,1008,150,40,,,,,,,,,,,,,,,,,,,,,,,,8,80,D,25,1006,0,3,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,220,2014,1,7,0,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,07-01-2014 03:00,TS,7.73,79.75,,,,main,0,0,P_____________,,IO012014,7.73,79.75,,TD,25,1004,-1,,,,,,,,,,,,,1008,150,40,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,-999.9,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,225,2014,1,7,3,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,07-01-2014 06:00,TS,7.6,79.6,,,,main,22,22,O_____________,jtwc_io,IO012014,7.6,79.6,,TD,25,1004,-1,,,,,,,,,,,,,1008,150,40,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,-999.9,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,233,2014,1,7,6,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,07-01-2014 09:00,TS,7.47,79.4,,,,main,45,45,P_____________,,IO012014,7.47,79.4,,TD,25,1004,-1,,,,,,,,,,,,,1008,150,40,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,-999.9,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,243,2014,1,7,9,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,07-01-2014 12:00,TS,7.4,79.2,,,,main,69,69,O_____________,jtwc_io,IO012014,7.4,79.2,,TD,25,1004,-1,,,,,,,,,,,,,1008,150,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.9,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,262,2014,1,7,12,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,07-01-2014 15:00,TS,7.42,79.05,,,,main,80,80,P_____________,,IO012014,7.42,79.05,,TD,25,1004,-1,,,,,,,,,,,,,1008,150,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.9,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,289,2014,1,7,15,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,07-01-2014 18:00,TS,7.5,78.9,,,,main,99,99,O_____________,jtwc_io,IO012014,7.5,78.9,,TD,25,1004,-1,,,,,,,,,,,,,1008,150,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.9,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,298,2014,1,7,18,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,07-01-2014 21:00,TS,7.6,78.72,,,,main,111,89,P_____________,,IO012014,7.6,78.72,,TD,25,1004,-1,,,,,,,,,,,,,1008,150,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.9,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,297,2014,1,7,21,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,08-01-2014 00:00,TS,7.7,78.5,,,,main,89,80,O_____________,jtwc_io,IO012014,7.7,78.5,,TD,25,1004,-1,,,,,,,,,,,,,1008,150,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.9,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,289,2014,1,8,0,0
2014003N08086,2014,1,NI,BB,NOT_NAMED,08-01-2014 03:00,TS,7.75,78.29,,,,main,80,55,P_____________,,IO012014,7.75,78.29,,TD,25,1004,-1,,,,,,,,,,,,,1008,150,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.9,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,281,2014,1,8,3,0
2014003N08086,2014,1,NI,AS,NOT_NAMED,08-01-2014 06:00,TS,7.8,78,,,,main,55,24,O_____________,jtwc_io,IO012014,7.8,78,,TD,25,1004,-1,,,,,,,,,,,,,1008,150,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.9,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,281,2014,1,8,6,0
2014003N08086,2014,1,NI,AS,NOT_NAMED,08-01-2014 09:00,TS,7.89,77.59,,,,main,24,11,P_____________,,IO012014,7.89,77.59,,TD,22,1005,-1,,,,,,,,,,,,,1008,150,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.9,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,-999.9,-999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,283,2014,1,8,9,0
